LoanID,CustomerID,Loan_Amount,Loan_Term_Months,Interest_Rate,EMI,Loan_Purpose,Application_Channel,Age,Gender,Marital_Status,Number_of_Dependents,Education_Level,Employment_Status,Job_Type,Years_Employed,Income_Type,Annual_Income,Monthly_Income,Income_Stability_Score,Credit_Score,Credit_Utilization_Ratio,Number_of_Previous_Loans,Previous_Defaults,Delinquencies,Number_of_Active_Loans,Avg_Days_Past_Due,EMI_to_Income_Ratio,Loan_to_Income_Ratio,Debt_to_Income_Ratio,High_Risk_Flag,Low_Income_Flag,High_Loan_Flag,Default_Status,avg_monthly_spending,spending_to_income_ratio,balance_volatility,rent_payment_ratio,behavioral_risk_score,loan_bin,dti_bin,behavior_bin,customer_segment
78,142452,239104.98,60,9.46,5016.98,Business,Branch,35,Non-Binary,Single,0,Bachelors,Employed,Services,14,Salary,451441.0,38245.98,80,715,0.72,3,0,0,1,0,0.131,0.53,0.219,0,0,0,1,1873.834,0.0489929923878957,275714.6197205786,0.0,0.8024842867327898,Low,"(0.152, 0.229]",High,Behavioral Risk
79,90170,808941.98,240,16.22,11388.18,Medical,Mobile App,19,Male,Single,0,Masters,Employed,Healthcare,0,Salary,1113966.75,90751.53,74,550,0.5,6,3,2,1,150,0.125,0.726,0.173,1,0,0,1,3222.2164285714284,0.0355055272681811,672044.6968338032,0.0,0.8408711526097288,High,"(0.152, 0.229]",High,Behavioral Risk
80,127755,490424.56,36,16.07,17258.83,Car,Mobile App,30,Female,Married,0,High School,Employed,Manufacturing,4,Salary,1253112.76,106063.59,86,476,0.39,2,2,1,0,156,0.163,0.391,0.182,1,0,0,0,33011.0852173913,0.3112356840052962,521394.3373166384,0.875,0.2321529631564776,Medium,"(0.152, 0.229]",Low,Credit Risk
81,159925,528299.79,240,8.47,4574.68,Home,Branch,49,Female,Single,1,High School,Employed,Education,0,Salary,652100.69,52317.44,74,702,0.18,3,0,0,2,0,0.087,0.81,0.173,0,0,0,0,2824.6275,0.0539891384376139,355059.32981642924,0.0,0.7138357927570528,High,"(0.152, 0.229]",High,Low Risk
82,4374,1100132.1,240,9.28,10097.15,Home,Online,39,Male,Single,0,High School,Employed,Construction,1,Salary,602410.05,48665.55,75,643,0.4,0,0,2,3,0,0.207,1.826,0.351,0,0,1,0,12011.308636363636,0.246808303369843,263560.3749085442,0.7916666666666666,0.3363204078820996,Very High,"(0.35, 2.5]",Medium,High Exposure
83,130237,457013.8,60,11.85,10131.41,Home,Mobile App,39,Female,Married,3,PhD,Employed,Manufacturing,8,Salary,866994.43,69209.48,95,638,0.38,2,0,2,0,0,0.146,0.527,0.165,0,0,0,0,24466.256086956524,0.3535050773662677,328178.78763496736,0.7916666666666666,0.22008331435501274,Medium,"(0.152, 0.229]",Low,Low Risk
84,139818,962568.17,72,7.42,16605.65,Home,Mobile App,34,Male,Single,0,Masters,Employed,Manufacturing,10,Salary,1473210.86,120328.07,100,761,0.19,2,0,0,0,0,0.138,0.653,0.148,0,0,0,0,4625.893636363637,0.0384436914235573,872791.8515640191,0.0,0.8092817921358514,Very High,"(0.013999999999999999, 0.152]",High,Behavioral Risk
85,152912,683188.43,48,7.87,16636.97,Education,Branch,36,Male,Divorced,0,Bachelors,Employed,Finance,11,Salary,686390.69,57294.55,78,705,0.4,3,0,0,0,0,0.29,0.995,0.31,0,0,0,0,21560.800526315787,0.3763084659509471,259729.90557048743,0.75,0.1885901541504488,High,"(0.229, 0.35]",Low,Low Risk
86,30148,1043195.22,60,14.32,24446.74,Car,Mobile App,52,Female,Divorced,0,Bachelors,Employed,Education,22,Salary,1364161.73,113380.03,100,498,0.29,2,0,1,0,0,0.216,0.765,0.23,1,0,0,0,4867.57,0.0429310793877952,851710.0996027788,0.0,0.865486409510735,Very High,"(0.229, 0.35]",High,Behavioral Risk
87,115074,350812.26,36,9.99,11318.08,Car,Agent,18,Female,Single,0,Bachelors,Unemployed,Unemployed,0,No Income,186456.63,15163.13,62,717,0.4,1,0,0,0,0,0.746,1.881,0.766,1,1,1,0,763.8291666666668,0.0503707872899181,98899.20221973356,0.0,0.6565682489988691,Medium,"(0.35, 2.5]",High,Financial Stress
88,75284,316068.61,120,11.06,4364.59,Personal,Branch,33,Female,Single,0,High School,Employed,IT,7,Salary,773711.59,65767.9,70,633,0.73,0,0,2,0,0,0.066,0.409,0.103,0,0,0,0,17136.335454545453,0.2605537792869495,368856.574201212,0.75,0.3879736888246031,Medium,"(0.013999999999999999, 0.152]",Medium,Low Risk
89,82961,151423.95,24,7.32,6801.63,Business,Online,41,Female,Single,0,High School,Self-Employed,Healthcare,5,Business,445666.97,35936.98,58,761,0.25,2,0,0,0,0,0.189,0.34,0.202,0,0,0,0,8329.735416666666,0.2317808462430739,195955.02220412425,0.875,0.32615261992692984,Low,"(0.152, 0.229]",Medium,Low Risk
90,123304,1442191.92,60,11.15,31464.74,Business,Agent,51,Female,Married,0,Bachelors,Self-Employed,IT,17,Freelance,1162151.64,94463.88,91,626,0.23,0,0,2,3,0,0.333,1.241,0.408,0,0,1,1,36091.8995,0.3820668538402843,427784.4017395608,0.7916666666666666,0.18197147676548286,Very High,"(0.35, 2.5]",Low,High Exposure
91,48751,292628.76,240,8.27,2497.06,Business,Branch,43,Female,Divorced,0,High School,Employed,Healthcare,1,Salary,748340.74,60283.75,75,734,0.61,1,0,0,4,0,0.041,0.391,0.205,0,0,0,1,3286.3573333333334,0.0545139082990861,411803.21796069614,0.0,0.7234383029241631,Medium,"(0.152, 0.229]",High,Low Risk
92,92934,53767.79,72,10.08,998.26,Business,Mobile App,35,Male,Married,1,High School,Unemployed,Unemployed,0,No Income,194829.83,15463.27,47,727,0.61,1,0,0,0,0,0.065,0.276,0.095,0,1,0,0,5676.351304347825,0.3670623511066364,70869.16896226545,0.9166666666666666,0.1683984836289528,Low,"(0.013999999999999999, 0.152]",Low,Low Risk
93,81193,665497.14,48,9.92,16853.17,Business,Online,57,Male,Married,3,Bachelors,Employed,Manufacturing,14,Salary,917461.69,74893.09,85,660,0.26,1,0,0,0,0,0.225,0.725,0.238,0,0,0,0,28934.859090909093,0.3863436900149143,354269.752416635,0.7916666666666666,0.226031528579681,High,"(0.229, 0.35]",Low,Low Risk
94,67530,1288917.99,60,10.12,27461.86,Home,Online,37,Male,Married,2,Bachelors,Self-Employed,Education,2,Business,1315684.96,107680.98,56,646,0.54,0,0,0,0,0,0.255,0.98,0.282,0,0,0,0,30480.516,0.2830605083598945,580544.0759502763,0.8333333333333334,0.33329989585959113,Very High,"(0.229, 0.35]",Medium,Low Risk
95,86855,1039659.82,60,13.45,23895.64,Home,Online,49,Male,Married,0,Bachelors,Self-Employed,Finance,26,Business,982210.85,81698.4,100,522,0.26,1,0,0,2,0,0.292,1.058,0.354,1,0,1,0,4661.31,0.0570543969723155,533427.2579782282,0.0,0.659815333830797,Very High,"(0.35, 2.5]",High,Credit Risk
96,90244,799168.46,60,12.31,17902.51,Home,Branch,41,Female,Single,0,High School,Employed,IT,14,Salary,666186.57,55549.03,80,609,0.52,4,1,0,0,85,0.322,1.2,0.348,1,0,1,0,18339.66,0.3301467163924124,287338.21023592807,0.75,0.3129611436569839,High,"(0.229, 0.35]",Medium,Low Risk
97,23246,1555369.82,120,8.58,19350.97,Car,Mobile App,36,Male,Married,2,Bachelors,Employed,Manufacturing,10,Salary,1549451.93,127046.3,83,704,0.21,1,0,0,3,0,0.152,1.004,0.21,0,0,1,1,34939.1975,0.2750093665902384,630984.6595219548,0.875,0.2336952762940641,Very High,"(0.152, 0.229]",Low,Low Risk
98,33917,990734.95,48,14.22,27182.76,Education,Mobile App,63,Female,Married,4,High School,Employed,Education,8,Salary,1311018.85,106677.51,81,513,0.43,3,0,1,0,0,0.255,0.756,0.276,1,0,0,0,43297.905000000006,0.4058727948112512,501184.68481766246,0.75,0.23126502282089034,Very High,"(0.229, 0.35]",Low,Credit Risk
99,45430,1185939.27,36,10.18,38367.23,Personal,Mobile App,52,Female,Married,3,High School,Employed,Services,6,Salary,990042.57,80247.61,79,682,0.63,1,1,0,1,53,0.478,1.198,0.535,1,0,1,1,4142.796363636364,0.0516245248813202,533697.3547921375,0.0,0.6842804028695763,Very High,"(0.35, 2.5]",High,Low Risk
100,79473,602348.12,48,10.81,15512.48,Business,Online,35,Female,Single,1,Masters,Employed,Retail,11,Salary,768028.12,63320.54,82,626,0.64,1,0,1,4,0,0.245,0.784,0.403,0,0,0,1,21816.461904761905,0.3445346070983413,287545.99337112694,0.75,0.1821499437519236,High,"(0.35, 2.5]",Low,Low Risk
101,54382,469704.98,240,13.65,5721.87,Education,Mobile App,33,Male,Single,1,Bachelors,Employed,IT,6,Salary,850757.41,71817.87,89,493,0.35,1,0,0,3,0,0.08,0.552,0.181,1,0,0,1,3375.325833333334,0.0469977574603072,484824.30684470414,0.0,0.7044148950635766,Medium,"(0.152, 0.229]",High,Credit Risk
102,108556,1679234.78,60,6.61,32942.75,Home,Branch,42,Female,Married,1,Bachelors,Employed,Finance,20,Salary,1183059.24,100052.53,90,814,0.18,0,0,0,3,0,0.329,1.419,0.398,0,0,1,0,43060.5655,0.4303752751152307,490727.8608724684,0.7916666666666666,0.2744160827898704,Very High,"(0.35, 2.5]",Medium,High Exposure
103,98865,915835.93,72,7.52,15843.78,Home,Online,28,Male,Married,3,Masters,Employed,Finance,2,Salary,1057911.39,89168.64,64,765,0.66,2,0,0,2,0,0.178,0.866,0.256,0,0,0,0,3962.1666666666665,0.0444340323305854,565549.8568803186,0.0,0.616824396394485,Very High,"(0.229, 0.35]",Medium,Low Risk
104,20918,459829.89,240,8.65,4034.27,Business,Online,25,Female,Single,0,Bachelors,Employed,Finance,4,Salary,852144.86,71231.27,70,781,0.2,1,0,0,2,0,0.057,0.54,0.123,0,0,0,0,24115.294444444444,0.3385445170348276,364573.28458620695,0.625,0.32479388715005414,Medium,"(0.013999999999999999, 0.152]",Medium,Low Risk
105,75699,449744.04,60,10.67,9704.67,Home,Mobile App,53,Female,Married,1,Masters,Employed,Healthcare,14,Salary,967010.62,77667.27,87,603,0.54,4,0,1,1,0,0.125,0.465,0.178,0,0,0,0,27885.96478260869,0.3590393449295149,354522.00533068104,0.7916666666666666,0.18376698499848285,Medium,"(0.152, 0.229]",Low,Low Risk
106,177133,212485.25,36,14.58,7322.24,Business,Branch,31,Male,Single,2,High School,Employed,Retail,10,Salary,601437.89,50009.37,94,510,0.37,3,1,0,3,52,0.146,0.353,0.285,1,0,0,1,14715.781818181818,0.2942546079579459,265047.5291095121,0.9166666666666666,0.30249381624521143,Low,"(0.229, 0.35]",Medium,Credit Risk
107,11434,449319.13,48,6.8,10717.86,Business,Online,37,Female,Married,1,Bachelors,Employed,Retail,9,Salary,954312.58,76506.52,76,804,0.25,0,0,0,0,0,0.14,0.471,0.153,0,0,0,0,28772.63157894737,0.376075862594257,348553.2294542525,0.625,0.21464719146601297,Medium,"(0.152, 0.229]",Low,Low Risk
108,145324,690471.18,24,7.15,30961.15,Education,Branch,26,Female,Married,2,Bachelors,Employed,Finance,1,Salary,1163281.37,97335.12,55,788,0.14,2,0,0,1,0,0.318,0.594,0.346,0,0,0,0,28462.7575,0.292417218808393,495005.6426578569,0.75,0.2847779181182002,High,"(0.229, 0.35]",Medium,Low Risk
109,147595,464734.66,36,9.22,14826.07,Education,Branch,44,Male,Single,0,High School,Employed,Healthcare,21,Salary,949573.45,78580.77,100,700,0.35,5,0,0,1,0,0.189,0.489,0.232,0,0,0,0,3612.748333333333,0.0459743822687289,549115.5797344348,0.0,0.7546580225633098,Medium,"(0.229, 0.35]",High,Behavioral Risk
110,119635,460897.01,36,8.66,14583.58,Home,Branch,38,Female,Single,1,High School,Employed,Finance,9,Salary,812787.75,66013.93,75,720,0.36,4,1,0,2,47,0.221,0.567,0.3,1,0,0,0,3515.597272727273,0.0532545785131829,454948.4297818464,0.0,0.7360276036393355,Medium,"(0.229, 0.35]",High,Low Risk
111,51240,1001876.54,48,7.08,24028.38,Home,Agent,18,Female,Single,0,High School,Employed,Retail,0,Salary,1708237.63,137312.68,62,786,0.24,2,0,0,0,0,0.175,0.586,0.187,0,0,0,0,6587.791538461538,0.0479762215859449,917222.4652355552,0.0,0.6895684599009582,Very High,"(0.152, 0.229]",High,Low Risk
112,172861,1327851.76,48,16.79,38171.1,Home,Online,31,Female,Married,2,PhD,Employed,Education,8,Salary,749346.74,62439.48,86,543,0.42,6,3,0,0,216,0.611,1.772,0.632,1,0,1,1,2419.173076923077,0.0387436655983918,412477.2209456997,0.0,0.6714865623607131,Very High,"(0.35, 2.5]",High,Credit Risk
113,103026,1359825.44,240,6.5,10138.49,Car,Branch,18,Male,Single,0,High School,Employed,Retail,0,Salary,1318215.43,110922.25,67,777,0.82,1,0,0,1,0,0.091,1.032,0.15,0,0,1,0,3988.12,0.0359538690040185,735865.5396093881,0.0,0.676753167792825,Very High,"(0.013999999999999999, 0.152]",High,Low Risk
114,40097,461674.07,36,15.53,16124.17,Home,Mobile App,39,Male,Married,2,Bachelors,Employed,Finance,12,Salary,673071.11,55107.31,92,501,0.55,4,2,1,0,30,0.293,0.686,0.32,1,0,0,1,21391.17652173913,0.3881660773436734,239198.4263720276,0.7916666666666666,0.14349878269471578,Medium,"(0.229, 0.35]",Low,Credit Risk
115,124365,63309.71,60,13.21,1447.31,Car,Mobile App,55,Male,Married,1,High School,Unemployed,Unemployed,0,No Income,179753.92,14448.85,34,604,0.36,0,0,0,0,0,0.1,0.352,0.118,0,1,0,0,6272.991,0.4341215306733287,67583.78161051957,0.6666666666666666,0.2482171056429802,Low,"(0.013999999999999999, 0.152]",Low,Low Risk
116,172607,262839.8,12,9.69,23069.92,Business,Mobile App,39,Male,Single,0,Masters,Employed,Manufacturing,5,Salary,562099.98,45112.0,84,649,0.37,2,0,1,1,0,0.511,0.468,0.574,0,0,0,1,2089.038888888889,0.04630680488748,326398.4411907118,0.0,0.8074060207435624,Low,"(0.35, 2.5]",High,Behavioral Risk
117,66743,38661.29,48,9.35,968.53,Car,Agent,19,Male,Single,0,High School,Unemployed,Unemployed,0,No Income,124089.61,10000.0,54,721,0.21,1,0,1,3,0,0.097,0.312,0.707,1,1,0,1,3554.334444444444,0.355397904653979,51894.613066835765,0.7083333333333334,0.3299915254326433,Low,"(0.35, 2.5]",Medium,Low Risk
118,121003,1628975.27,48,7.05,39045.64,Personal,Branch,52,Male,Single,0,Masters,Self-Employed,Manufacturing,4,Business,1485561.95,122684.65,70,749,0.45,0,0,0,1,0,0.318,1.097,0.357,0,0,1,0,41106.72095238095,0.3350572862627451,553194.1312707405,0.7916666666666666,0.16581382816176535,Very High,"(0.35, 2.5]",Low,Low Risk
119,16537,390661.58,240,7.85,3231.28,Business,Agent,31,Male,Single,0,Bachelors,Self-Employed,Services,8,Business,720266.72,59826.86,56,761,0.11,1,0,0,1,0,0.054,0.542,0.093,0,0,0,0,4876.1483333333335,0.0815029709124366,425642.79892634455,0.0,0.7907031234551211,Medium,"(0.013999999999999999, 0.152]",High,Behavioral Risk
120,133753,1391964.23,12,6.13,119884.58,Car,Branch,43,Male,Married,3,High School,Self-Employed,Manufacturing,13,Business,1191413.81,97078.77,76,783,0.34,1,0,0,1,0,1.235,1.168,1.273,1,0,1,1,6354.908181818181,0.0654606843610999,626166.4658102194,0.0,0.6451139887592158,Very High,"(0.35, 2.5]",Medium,Financial Stress
121,13237,2189464.82,120,6.92,25331.36,Home,Online,18,Female,Single,0,Bachelors,Self-Employed,Services,0,Business,3923622.79,330956.6,55,731,0.42,3,0,0,0,0,0.077,0.558,0.098,0,0,0,0,13783.953333333331,0.0416486986046953,2116820.098351145,0.0,0.6275356217858379,Very High,"(0.013999999999999999, 0.152]",Medium,Low Risk
122,175607,1325127.38,60,10.34,28377.24,Medical,Mobile App,53,Male,Widowed,0,Bachelors,Employed,Healthcare,22,Salary,2032171.71,170494.89,97,637,0.25,3,0,0,2,0,0.166,0.652,0.202,0,0,0,0,50053.826,0.293577903842726,909094.3829960462,0.75,0.3375725604570781,Very High,"(0.152, 0.229]",Medium,Low Risk
123,79239,64462.54,84,7.78,997.68,Home,Online,22,Female,Married,0,High School,Unemployed,Unemployed,0,No Income,137319.77,10919.61,42,784,0.34,0,0,0,0,0,0.091,0.469,0.108,0,1,0,0,3960.1018181818185,0.362626430042078,49570.231020841726,0.8333333333333334,0.17217189114840525,Low,"(0.013999999999999999, 0.152]",Low,Low Risk
124,20359,565608.58,60,8.55,11617.96,Car,Online,46,Male,Single,0,High School,Self-Employed,Construction,3,Business,1349959.23,110868.08,68,801,0.32,1,1,0,0,49,0.105,0.419,0.121,1,0,0,0,35622.0480952381,0.3212983105410282,578105.0022961266,0.7916666666666666,0.3124819205857672,High,"(0.013999999999999999, 0.152]",Medium,Low Risk
125,162673,200872.97,48,10.35,5128.49,Personal,Online,52,Male,Married,1,PhD,Employed,Services,9,Salary,458982.9,36962.35,95,664,0.35,0,0,0,1,0,0.139,0.438,0.21,0,0,0,0,1954.4727272727275,0.0528759630085673,240633.7428146088,0.0,0.6546841054344935,Low,"(0.152, 0.229]",High,Low Risk
126,40898,317262.49,48,16.31,9041.76,Home,Agent,18,Female,Single,0,High School,Employed,Manufacturing,0,Salary,271543.43,22447.4,60,539,0.41,6,2,0,0,46,0.403,1.168,0.423,1,1,1,0,5943.6235,0.2647682462892678,115577.83897447264,0.7916666666666666,0.2840452517664023,Medium,"(0.35, 2.5]",Medium,Credit Risk
127,178162,1581804.77,24,7.01,70828.65,Personal,Agent,35,Female,Married,1,High School,Self-Employed,IT,2,Business,1026431.67,81582.75,58,808,0.26,4,1,0,0,76,0.868,1.541,0.881,1,0,1,0,25665.571904761902,0.3145917159331595,402254.38769007847,0.7083333333333334,0.2645445666166915,Very High,"(0.35, 2.5]",Medium,Financial Stress
128,89706,1228592.84,48,9.08,30620.28,Education,Mobile App,51,Female,Single,1,Bachelors,Employed,Services,7,Salary,2605885.86,212173.34,64,648,0.55,2,0,1,1,0,0.144,0.471,0.181,0,0,0,0,10678.667272727273,0.0503296829990246,1387340.0171723026,0.0,0.6601272014408501,Very High,"(0.152, 0.229]",High,Low Risk
129,22131,306579.67,360,16.67,4288.78,Home,Online,45,Female,Married,1,High School,Employed,Construction,7,Salary,688997.57,57234.35,91,468,0.38,2,2,1,0,116,0.075,0.445,0.094,1,0,0,1,2759.0,0.0482044750316019,380963.24992472416,0.0,0.6845848291616375,Medium,"(0.013999999999999999, 0.152]",High,Credit Risk
130,85928,83752.31,240,16.81,1216.39,Car,Branch,52,Male,Married,2,Bachelors,Unemployed,Unemployed,0,No Income,267709.81,21317.54,53,548,0.49,2,2,0,1,50,0.057,0.313,0.175,1,1,0,1,1270.317142857143,0.0595874362342422,148013.57959842056,0.0,0.748581102209901,Low,"(0.152, 0.229]",High,Credit Risk
131,55739,222908.83,60,12.97,5068.44,Medical,Online,38,Female,Married,1,Bachelors,Unemployed,Unemployed,0,No Income,162814.39,13363.76,52,640,0.33,3,1,0,0,84,0.379,1.369,0.396,1,1,1,0,5565.647,0.4164419712737078,60028.097699752994,0.6666666666666666,0.20417518024563255,Low,"(0.35, 2.5]",Low,High Exposure
132,121468,340317.75,60,6.64,6681.05,Home,Mobile App,18,Female,Single,0,High School,Employed,Education,0,Salary,717172.35,58348.06,61,800,0.3,1,0,0,2,0,0.115,0.475,0.198,0,0,0,0,4379.233636363636,0.0750523425118354,374930.98050551495,0.0,0.6423767295004894,Medium,"(0.152, 0.229]",Medium,Low Risk
133,118442,442029.47,36,5.65,13377.4,Education,Online,40,Female,Single,0,Bachelors,Employed,Construction,5,Salary,553750.3,46531.92,78,784,0.64,1,0,0,2,0,0.287,0.798,0.405,0,0,0,0,13067.0885,0.2808138517849299,238058.6388177303,0.8333333333333334,0.274087842763244,Medium,"(0.35, 2.5]",Medium,Low Risk
134,156509,1317651.49,72,5.91,21781.35,Home,Branch,35,Female,Married,4,Masters,Self-Employed,Services,5,Business,845825.55,70963.0,75,792,0.28,2,0,0,3,0,0.307,1.558,0.405,0,0,1,0,22260.568260869564,0.3136881835982972,330672.89556769485,0.9166666666666666,0.1711476093429864,Very High,"(0.35, 2.5]",Low,High Exposure
135,20542,348425.9,36,9.3,11128.56,Home,Mobile App,39,Female,Single,0,Masters,Self-Employed,Healthcare,3,Freelance,931086.76,76124.38,77,714,0.28,2,0,0,1,0,0.146,0.374,0.186,0,0,0,0,3978.334166666667,0.0522602864730089,529663.8697553896,0.0,0.7498671517418343,Medium,"(0.152, 0.229]",High,Low Risk
136,53207,788647.58,36,10.5,25632.97,Car,Mobile App,33,Female,Married,2,High School,Employed,Construction,6,Salary,1125185.29,90442.65,56,655,0.27,0,0,0,2,0,0.283,0.701,0.341,0,0,0,0,5421.66090909091,0.0599451803315203,575538.3829120967,0.0,0.6252809380333252,High,"(0.229, 0.35]",Medium,Low Risk
137,136356,2218092.58,36,6.99,68478.12,Home,Online,32,Female,Married,2,Bachelors,Employed,Retail,6,Salary,1805844.88,147338.18,72,776,0.62,1,0,0,1,0,0.465,1.228,0.509,0,0,1,0,59188.28199999999,0.4017144794751809,708162.0078610533,0.75,0.2532547268009229,Very High,"(0.35, 2.5]",Low,High Exposure
138,123097,926412.47,12,10.88,81826.02,Business,Branch,34,Male,Married,1,Bachelors,Employed,Healthcare,3,Salary,868382.78,73044.01,71,666,0.45,1,1,0,1,57,1.12,1.067,1.17,1,0,1,1,27958.362857142856,0.3827552745511686,323325.9064887882,0.875,0.14620714983145344,Very High,"(0.35, 2.5]",Low,Financial Stress
139,118186,249045.41,60,8.96,5164.94,Personal,Online,55,Male,Widowed,0,Masters,Unemployed,Unemployed,0,No Income,239573.08,19086.2,57,706,0.49,2,0,0,2,0,0.271,1.04,0.505,0,1,1,0,7189.590476190476,0.3766707781230602,91101.592373382,0.75,0.23973779796611905,Low,"(0.35, 2.5]",Low,Low Risk
140,149654,1257572.34,72,7.45,21713.13,Car,Mobile App,43,Male,Married,3,Masters,Employed,Healthcare,19,Salary,2234451.92,187270.75,96,760,0.4,1,0,0,0,0,0.116,0.563,0.136,0,0,0,0,58555.69055555555,0.3126776492212816,1102489.3162275758,0.6666666666666666,0.47484546558803264,Very High,"(0.013999999999999999, 0.152]",Medium,Low Risk
141,82695,240800.96,72,14.08,4972.2,Education,Online,30,Male,Married,2,Bachelors,Employed,Manufacturing,3,Salary,713931.46,60605.86,79,573,0.24,2,2,0,3,106,0.082,0.337,0.193,1,0,0,1,15915.225652173913,0.2625977595964204,315009.57311825646,0.9583333333333334,0.265529802890806,Low,"(0.152, 0.229]",Medium,Credit Risk
142,157394,1101040.34,36,6.45,33720.74,Personal,Mobile App,51,Female,Divorced,0,Masters,Employed,Manufacturing,23,Salary,2366597.3,197850.38,100,763,0.49,5,0,0,2,0,0.17,0.465,0.215,0,0,0,1,54801.185454545455,0.2769815679554292,1038268.4478103744,0.7916666666666666,0.3082731782764199,Very High,"(0.152, 0.229]",Medium,Low Risk
143,128051,1051622.58,240,9.45,9768.19,Education,Branch,39,Male,Divorced,0,Masters,Self-Employed,Construction,12,Business,1557231.0,128204.62,99,685,0.46,0,0,0,0,0,0.076,0.675,0.099,0,0,0,0,40939.30090909091,0.3193253221589733,609976.1500764148,0.8333333333333334,0.20766784287669474,Very High,"(0.013999999999999999, 0.152]",Low,Low Risk
144,146926,932512.16,60,8.55,19154.39,Home,Branch,43,Female,Single,0,Bachelors,Employed,Education,17,Salary,1602779.94,130126.48,99,715,0.65,3,0,0,1,0,0.147,0.582,0.195,0,0,0,0,33473.15090909091,0.2572335290677335,690689.4839092083,0.75,0.32311721365630386,Very High,"(0.152, 0.229]",Medium,Low Risk
145,124550,484080.32,240,7.4,3870.17,Car,Online,41,Male,Single,1,Bachelors,Employed,Finance,7,Salary,633404.31,53751.42,82,691,0.47,3,0,0,1,0,0.072,0.764,0.133,0,0,0,0,15084.054736842105,0.2806209420309282,312393.294670659,0.6666666666666666,0.45059702442137023,Medium,"(0.013999999999999999, 0.152]",Medium,Low Risk
146,61125,737867.23,60,6.21,14337.2,Education,Online,29,Female,Widowed,0,Bachelors,Employed,Construction,0,Salary,567321.53,47850.71,72,811,0.37,4,0,0,1,0,0.3,1.301,0.36,0,0,1,1,2505.3191666666667,0.0523558963026956,314419.6549372612,0.0,0.6674655031206967,High,"(0.35, 2.5]",High,High Exposure
147,47167,266327.01,48,7.92,6491.82,Medical,Branch,24,Female,Married,0,High School,Employed,Healthcare,3,Salary,372567.73,30559.43,55,772,0.45,3,0,1,0,0,0.212,0.715,0.235,0,0,0,0,12100.8025,0.3959630967234427,139467.49963215,0.7083333333333334,0.2072062766197862,Low,"(0.229, 0.35]",Low,Low Risk
